week_start_date,product_id,store_id,opening_stock,units_received,units_sold,closing_stock,stockout_flag
2024-04-15,BEV-002,STR-028,232,95,39,288,False
2024-04-15,BEV-002,STR-029,119,92,41,170,False
2024-04-15,BEV-002,STR-030,237,88,21,304,False
2024-04-15,BEV-002,STR-031,203,149,79,273,False
2024-04-15,BEV-002,STR-032,193,62,23,232,False
2024-04-15,BEV-002,STR-033,95,140,32,203,False
2024-04-15,BEV-002,STR-034,223,125,136,212,False
2024-04-15,BEV-002,STR-035,98,79,79,98,False
2024-04-15,BEV-002,STR-036,182,84,54,212,False
2024-04-15,BEV-002,STR-037,213,147,69,291,False
2024-04-15,BEV-002,STR-038,218,24,109,133,False
2024-04-15,BEV-002,STR-039,164,85,26,223,False
2024-04-15,BEV-002,STR-040,87,11,88,10,False
2024-04-15,BEV-003,STR-001,63,91,72,82,False
2024-04-15,BEV-003,STR-002,179,99,78,200,False
2024-04-15,BEV-003,STR-003,141,75,66,150,False
2024-04-15,BEV-003,STR-004,161,103,61,203,False
2024-04-15,BEV-003,STR-005,186,37,65,158,False
2024-04-15,BEV-003,STR-006,230,26,62,194,False
2024-04-15,BEV-003,STR-007,127,56,45,138,False
2024-04-15,BEV-003,STR-008,137,131,49,219,False
2024-04-15,BEV-003,STR-009,160,32,91,101,False
2024-04-15,BEV-003,STR-010,157,3,85,75,False
2024-04-15,BEV-003,STR-011,82,104,46,140,False
2024-04-15,BEV-003,STR-012,132,31,96,67,False
2024-04-15,BEV-003,STR-013,205,18,96,127,False
2024-04-15,BEV-003,STR-014,137,8,72,73,False
2024-04-15,BEV-003,STR-015,74,117,42,149,False
2024-04-15,BEV-003,STR-016,127,55,153,29,False
2024-04-15,BEV-003,STR-017,72,8,22,58,False
2024-04-15,BEV-003,STR-018,199,114,85,228,False
2024-04-15,BEV-003,STR-019,127,108,109,126,False
2024-04-15,BEV-003,STR-020,124,31,111,44,False
2024-04-15,BEV-003,STR-021,189,61,107,143,False
2024-04-15,BEV-003,STR-022,102,147,31,218,False
2024-04-15,BEV-003,STR-023,191,48,103,136,False
2024-04-15,BEV-003,STR-024,153,94,103,144,False
2024-04-15,BEV-003,STR-025,65,43,31,77,False
2024-04-15,BEV-003,STR-026,52,30,117,0,True
2024-04-15,BEV-003,STR-027,54,4,84,0,True
2024-04-15,BEV-003,STR-028,198,100,84,214,False
2024-04-15,BEV-003,STR-029,91,65,109,47,False
2024-04-15,BEV-003,STR-030,191,119,79,231,False
2024-04-15,BEV-003,STR-031,97,31,50,78,False
2024-04-15,BEV-003,STR-032,144,81,53,172,False
2024-04-15,BEV-003,STR-033,215,122,97,240,False
2024-04-15,BEV-003,STR-034,98,21,104,15,False
2024-04-15,BEV-003,STR-035,82,88,27,143,False
2024-04-15,BEV-003,STR-036,140,46,65,121,False
2024-04-15,BEV-003,STR-037,192,19,21,190,False
2024-04-15,BEV-003,STR-038,217,140,37,320,False
2024-04-15,BEV-003,STR-039,81,29,63,47,False
2024-04-15,BEV-003,STR-040,217,44,139,122,False
2024-04-15,BEV-004,STR-001,187,46,106,127,False
2024-04-15,BEV-004,STR-002,234,71,37,268,False
2024-04-15,BEV-004,STR-003,58,68,42,84,False
2024-04-15,BEV-004,STR-004,196,63,30,229,False
2024-04-15,BEV-004,STR-005,118,41,35,124,False
2024-04-15,BEV-004,STR-006,212,149,72,289,False
2024-04-15,BEV-004,STR-007,132,77,89,120,False
2024-04-15,BEV-004,STR-008,71,74,59,86,False
2024-04-15,BEV-004,STR-009,246,93,62,277,False
2024-04-15,BEV-004,STR-010,184,103,85,202,False
2024-04-15,BEV-004,STR-011,150,11,64,97,False
2024-04-15,BEV-004,STR-012,243,55,104,194,False
2024-04-15,BEV-004,STR-013,135,33,45,123,False
2024-04-15,BEV-004,STR-014,216,133,128,221,False
2024-04-15,BEV-004,STR-015,202,55,71,186,False
2024-04-15,BEV-004,STR-016,142,132,95,179,False
2024-04-15,BEV-004,STR-017,230,115,122,223,False
2024-04-15,BEV-004,STR-018,205,35,89,151,False
2024-04-15,BEV-004,STR-019,102,129,113,118,False
2024-04-15,BEV-004,STR-020,241,20,90,171,False
2024-04-15,BEV-004,STR-021,164,21,105,80,False
2024-04-15,BEV-004,STR-022,88,42,52,78,False
2024-04-15,BEV-004,STR-023,177,117,60,234,False
2024-04-15,BEV-004,STR-024,153,39,74,118,False
2024-04-15,BEV-004,STR-025,113,116,37,192,False
2024-04-15,BEV-004,STR-026,100,94,135,59,False
2024-04-15,BEV-004,STR-027,138,88,110,116,False
2024-04-15,BEV-004,STR-028,172,131,113,190,False
2024-04-15,BEV-004,STR-029,210,42,49,203,False
2024-04-15,BEV-004,STR-030,136,131,21,246,False
2024-04-15,BEV-004,STR-031,55,6,110,0,True
2024-04-15,BEV-004,STR-032,168,40,37,171,False
2024-04-15,BEV-004,STR-033,232,130,26,336,False
2024-04-15,BEV-004,STR-034,179,7,51,135,False
2024-04-15,BEV-004,STR-035,93,27,72,48,False
2024-04-15,BEV-004,STR-036,84,146,97,133,False
2024-04-15,BEV-004,STR-037,131,6,82,55,False
2024-04-15,BEV-004,STR-038,79,22,58,43,False
2024-04-15,BEV-004,STR-039,96,94,109,81,False
2024-04-15,BEV-004,STR-040,200,116,28,288,False
2024-04-15,BEV-005,STR-001,136,73,66,143,False
2024-04-15,BEV-005,STR-002,50,81,57,74,False
2024-04-15,BEV-005,STR-003,230,24,105,149,False
2024-04-15,BEV-005,STR-004,204,50,28,226,False
2024-04-15,BEV-005,STR-005,106,81,111,76,False
2024-04-15,BEV-005,STR-006,77,85,92,70,False
2024-04-15,BEV-005,STR-007,94,37,49,82,False
2024-04-15,BEV-005,STR-008,224,101,116,209,False
2024-04-15,BEV-005,STR-009,238,58,79,217,False
2024-04-15,BEV-005,STR-010,199,101,76,224,False
2024-04-15,BEV-005,STR-011,177,48,40,185,False
2024-04-15,BEV-005,STR-012,200,67,73,194,False
2024-04-15,BEV-005,STR-013,146,49,148,47,False
2024-04-15,BEV-005,STR-014,59,88,82,65,False
2024-04-15,BEV-005,STR-015,129,71,154,46,False
2024-04-15,BEV-005,STR-016,195,99,20,274,False
2024-04-15,BEV-005,STR-017,225,60,29,256,False
2024-04-15,BEV-005,STR-018,163,149,79,233,False
2024-04-15,BEV-005,STR-019,192,82,28,246,False
2024-04-15,BEV-005,STR-020,59,131,28,162,False
2024-04-15,BEV-005,STR-021,210,148,52,306,False
2024-04-15,BEV-005,STR-022,217,125,124,218,False
2024-04-15,BEV-005,STR-023,123,65,29,159,False
2024-04-15,BEV-005,STR-024,207,81,84,204,False
2024-04-15,BEV-005,STR-025,216,111,72,255,False
2024-04-15,BEV-005,STR-026,149,79,89,139,False
2024-04-15,BEV-005,STR-027,169,16,94,91,False
2024-04-15,BEV-005,STR-028,121,123,79,165,False
2024-04-15,BEV-005,STR-029,100,56,108,48,False
2024-04-15,BEV-005,STR-030,172,121,98,195,False
2024-04-15,BEV-005,STR-031,238,76,23,291,False
2024-04-15,BEV-005,STR-032,136,12,48,100,False
2024-04-15,BEV-005,STR-033,217,75,54,238,False
2024-04-15,BEV-005,STR-034,51,29,24,56,False
2024-04-15,BEV-005,STR-035,122,123,29,216,False
2024-04-15,BEV-005,STR-036,168,70,113,125,False
2024-04-15,BEV-005,STR-037,147,126,61,212,False
2024-04-15,BEV-005,STR-038,210,33,50,193,False
2024-04-15,BEV-005,STR-039,56,136,28,164,False
2024-04-15,BEV-005,STR-040,54,112,21,145,False
2024-04-15,BEV-006,STR-001,208,107,29,286,False
2024-04-15,BEV-006,STR-002,63,77,25,115,False
2024-04-15,BEV-006,STR-003,220,147,114,253,False
2024-04-15,BEV-006,STR-004,78,72,83,67,False
2024-04-15,BEV-006,STR-005,211,46,63,194,False
2024-04-15,BEV-006,STR-006,161,29,79,111,False
2024-04-15,BEV-006,STR-007,168,131,78,221,False
2024-04-15,BEV-006,STR-008,184,37,115,106,False
2024-04-15,BEV-006,STR-009,105,19,86,38,False
2024-04-15,BEV-006,STR-010,193,10,36,167,False
2024-04-15,BEV-006,STR-011,83,85,33,135,False
2024-04-15,BEV-006,STR-012,219,129,45,303,False
2024-04-15,BEV-006,STR-013,188,126,152,162,False
2024-04-15,BEV-006,STR-014,248,85,73,260,False
2024-04-15,BEV-006,STR-015,186,75,98,163,False
2024-04-15,BEV-006,STR-016,98,47,21,124,False
2024-04-15,BEV-006,STR-017,164,111,86,189,False
2024-04-15,BEV-006,STR-018,159,65,45,179,False
2024-04-15,BEV-006,STR-019,50,69,97,22,False
2024-04-15,BEV-006,STR-020,103,141,106,138,False
2024-04-15,BEV-006,STR-021,68,58,90,36,False
2024-04-15,BEV-006,STR-022,126,73,82,117,False
2024-04-15,BEV-006,STR-023,144,9,38,115,False
2024-04-15,BEV-006,STR-024,198,117,31,284,False
2024-04-15,BEV-006,STR-025,82,121,93,110,False
2024-04-15,BEV-006,STR-026,232,2,117,117,False
2024-04-15,BEV-006,STR-027,170,149,21,298,False
2024-04-15,BEV-006,STR-028,184,61,51,194,False
2024-04-15,BEV-006,STR-029,117,78,56,139,False
2024-04-15,BEV-006,STR-030,144,33,65,112,False
2024-04-15,BEV-006,STR-031,190,35,79,146,False
2024-04-15,BEV-006,STR-032,142,5,67,80,False
2024-04-15,BEV-006,STR-033,123,73,69,127,False
2024-04-15,BEV-006,STR-034,135,57,26,166,False
2024-04-15,BEV-006,STR-035,165,142,148,159,False
2024-04-15,BEV-006,STR-036,66,35,71,30,False
2024-04-15,BEV-006,STR-037,211,81,42,250,False
2024-04-15,BEV-006,STR-038,209,57,102,164,False
2024-04-15,BEV-006,STR-039,198,123,53,268,False
2024-04-15,BEV-006,STR-040,226,96,74,248,False
2024-04-15,BEV-007,STR-001,197,143,59,281,False
2024-04-15,BEV-007,STR-002,81,31,67,45,False
2024-04-15,BEV-007,STR-003,179,21,72,128,False
2024-04-15,BEV-007,STR-004,145,144,71,218,False
2024-04-15,BEV-007,STR-005,82,18,42,58,False
2024-04-15,BEV-007,STR-006,172,23,56,139,False
2024-04-15,BEV-007,STR-007,139,137,116,160,False
2024-04-15,BEV-007,STR-008,212,27,76,163,False
2024-04-15,BEV-007,STR-009,56,143,63,136,False
2024-04-15,BEV-007,STR-010,141,6,54,93,False
2024-04-15,BEV-007,STR-011,111,119,78,152,False
2024-04-15,BEV-007,STR-012,148,119,35,232,False
2024-04-15,BEV-007,STR-013,147,115,116,146,False
2024-04-15,BEV-007,STR-014,187,146,39,294,False
2024-04-15,BEV-007,STR-015,187,70,31,226,False
2024-04-15,BEV-007,STR-016,110,125,30,205,False
2024-04-15,BEV-007,STR-017,222,105,73,254,False
2024-04-15,BEV-007,STR-018,88,19,84,23,False
2024-04-15,BEV-007,STR-019,178,54,85,147,False
2024-04-15,BEV-007,STR-020,182,139,70,251,False
2024-04-15,BEV-007,STR-021,89,107,115,81,False
2024-04-15,BEV-007,STR-022,82,24,61,45,False
2024-04-15,BEV-007,STR-023,58,118,97,79,False
2024-04-15,BEV-007,STR-024,107,115,63,159,False
2024-04-15,BEV-007,STR-025,104,107,112,99,False
2024-04-15,BEV-007,STR-026,179,113,111,181,False
2024-04-15,BEV-007,STR-027,210,62,92,180,False
2024-04-15,BEV-007,STR-028,134,63,20,177,False
2024-04-15,BEV-007,STR-029,173,120,88,205,False
2024-04-15,BEV-007,STR-030,62,17,20,59,False
2024-04-15,BEV-007,STR-031,182,61,33,210,False
2024-04-15,BEV-007,STR-032,239,61,63,237,False
2024-04-15,BEV-007,STR-033,234,90,89,235,False
2024-04-15,BEV-007,STR-034,126,40,84,82,False
2024-04-15,BEV-007,STR-035,79,5,52,32,False
2024-04-15,BEV-007,STR-036,138,123,39,222,False
2024-04-15,BEV-007,STR-037,125,13,41,97,False
2024-04-15,BEV-007,STR-038,63,1,96,0,True
2024-04-15,BEV-007,STR-039,156,106,80,182,False
2024-04-15,BEV-007,STR-040,77,24,148,0,True
2024-04-15,BEV-008,STR-001,92,39,85,46,False
2024-04-15,BEV-008,STR-002,57,127,68,116,False
2024-04-15,BEV-008,STR-003,150,98,54,194,False
2024-04-15,BEV-008,STR-004,123,108,102,129,False
2024-04-15,BEV-008,STR-005,186,16,87,115,False
2024-04-15,BEV-008,STR-006,234,61,41,254,False
2024-04-15,BEV-008,STR-007,176,12,49,139,False
2024-04-15,BEV-008,STR-008,165,110,104,171,False
2024-04-15,BEV-008,STR-009,142,109,48,203,False
2024-04-15,BEV-008,STR-010,246,4,44,206,False
2024-04-15,BEV-008,STR-011,54,112,107,59,False
2024-04-15,BEV-008,STR-012,72,97,110,59,False
2024-04-15,BEV-008,STR-013,212,66,62,216,False
2024-04-15,BEV-008,STR-014,83,64,75,72,False
2024-04-15,BEV-008,STR-015,65,132,62,135,False
2024-04-15,BEV-008,STR-016,219,116,46,289,False
2024-04-15,BEV-008,STR-017,158,107,45,220,False
2024-04-15,BEV-008,STR-018,207,125,144,188,False
2024-04-15,BEV-008,STR-019,62,74,49,87,False
2024-04-15,BEV-008,STR-020,217,63,54,226,False
2024-04-15,BEV-008,STR-021,69,77,78,68,False
2024-04-15,BEV-008,STR-022,225,141,146,220,False
2024-04-15,BEV-008,STR-023,244,86,65,265,False
2024-04-15,BEV-008,STR-024,221,63,78,206,False
2024-04-15,BEV-008,STR-025,215,134,154,195,False
2024-04-15,BEV-008,STR-026,98,10,89,19,False
2024-04-15,BEV-008,STR-027,113,89,45,157,False
2024-04-15,BEV-008,STR-028,165,132,71,226,False
2024-04-15,BEV-008,STR-029,145,119,80,184,False
2024-04-15,BEV-008,STR-030,80,47,59,68,False
2024-04-15,BEV-008,STR-031,78,136,81,133,False
2024-04-15,BEV-008,STR-032,68,73,30,111,False
2024-04-15,BEV-008,STR-033,119,94,106,107,False
2024-04-15,BEV-008,STR-034,236,5,34,207,False
2024-04-15,BEV-008,STR-035,77,73,79,71,False
2024-04-15,BEV-008,STR-036,161,36,65,132,False
2024-04-15,BEV-008,STR-037,248,114,97,265,False
2024-04-15,BEV-008,STR-038,162,96,127,131,False
2024-04-15,BEV-008,STR-039,169,149,67,251,False
2024-04-15,BEV-008,STR-040,112,145,36,221,False
2024-04-15,BEV-009,STR-001,168,141,73,236,False
2024-04-15,BEV-009,STR-002,225,98,26,297,False
2024-04-15,BEV-009,STR-003,168,126,30,264,False
2024-04-15,BEV-009,STR-004,192,58,22,228,False
2024-04-15,BEV-009,STR-005,224,91,83,232,False
2024-04-15,BEV-009,STR-006,54,133,57,130,False
2024-04-15,BEV-009,STR-007,181,25,31,175,False
2024-04-15,BEV-009,STR-008,223,42,65,200,False
2024-04-15,BEV-009,STR-009,61,100,72,89,False
2024-04-15,BEV-009,STR-010,247,75,52,270,False
2024-04-15,BEV-009,STR-011,86,81,49,118,False
2024-04-15,BEV-009,STR-012,178,27,90,115,False
2024-04-15,BEV-009,STR-013,156,9,86,79,False
2024-04-15,BEV-009,STR-014,128,133,33,228,False
2024-04-15,BEV-009,STR-015,131,98,99,130,False
2024-04-15,BEV-009,STR-016,169,32,116,85,False
2024-04-15,BEV-009,STR-017,169,101,94,176,False
2024-04-15,BEV-009,STR-018,106,45,44,107,False
2024-04-15,BEV-009,STR-019,129,74,42,161,False
2024-04-15,BEV-009,STR-020,215,62,105,172,False
2024-04-15,BEV-009,STR-021,114,104,141,77,False
2024-04-15,BEV-009,STR-022,234,71,46,259,False
2024-04-15,BEV-009,STR-023,53,64,101,16,False
2024-04-15,BEV-009,STR-024,65,93,63,95,False
2024-04-15,BEV-009,STR-025,90,136,45,181,False
2024-04-15,BEV-009,STR-026,126,124,128,122,False
2024-04-15,BEV-009,STR-027,196,111,40,267,False
2024-04-15,BEV-009,STR-028,196,98,79,215,False
2024-04-15,BEV-009,STR-029,116,86,52,150,False
2024-04-15,BEV-009,STR-030,245,142,113,274,False
2024-04-15,BEV-009,STR-031,147,14,91,70,False
2024-04-15,BEV-009,STR-032,191,116,110,197,False
2024-04-15,BEV-009,STR-033,92,70,118,44,False
2024-04-15,BEV-009,STR-034,209,70,47,232,False
2024-04-15,BEV-009,STR-035,249,6,21,234,False
2024-04-15,BEV-009,STR-036,156,85,104,137,False
2024-04-15,BEV-009,STR-037,91,80,27,144,False
2024-04-15,BEV-009,STR-038,188,73,25,236,False
2024-04-15,BEV-009,STR-039,96,97,91,102,False
2024-04-15,BEV-009,STR-040,176,47,72,151,False
2024-04-15,BEV-010,STR-001,172,146,86,232,False
2024-04-15,BEV-010,STR-002,120,35,84,71,False
2024-04-15,BEV-010,STR-003,118,36,152,2,True
2024-04-15,BEV-010,STR-004,105,118,99,124,False
2024-04-15,BEV-010,STR-005,145,62,49,158,False
2024-04-15,BEV-010,STR-006,203,22,95,130,False
2024-04-15,BEV-010,STR-007,151,45,39,157,False
2024-04-15,BEV-010,STR-008,198,50,86,162,False
2024-04-15,BEV-010,STR-009,219,130,54,295,False
2024-04-15,BEV-010,STR-010,129,8,93,44,False
2024-04-15,BEV-010,STR-011,120,78,118,80,False
2024-04-15,BEV-010,STR-012,246,110,41,315,False
2024-04-15,BEV-010,STR-013,158,119,61,216,False
2024-04-15,BEV-010,STR-014,197,0,20,177,False
2024-04-15,BEV-010,STR-015,212,33,26,219,False
2024-04-15,BEV-010,STR-016,163,111,48,226,False
2024-04-15,BEV-010,STR-017,122,16,20,118,False
2024-04-15,BEV-010,STR-018,219,2,113,108,False
2024-04-15,BEV-010,STR-019,103,43,85,61,False
2024-04-15,BEV-010,STR-020,234,117,109,242,False
2024-04-15,BEV-010,STR-021,236,7,99,144,False
2024-04-15,BEV-010,STR-022,51,40,114,0,True
2024-04-15,BEV-010,STR-023,155,21,67,109,False
2024-04-15,BEV-010,STR-024,128,66,37,157,False
2024-04-15,BEV-010,STR-025,160,129,42,247,False
2024-04-15,BEV-010,STR-026,68,48,45,71,False
2024-04-15,BEV-010,STR-027,183,128,72,239,False
2024-04-15,BEV-010,STR-028,84,67,139,12,False
2024-04-15,BEV-010,STR-029,127,124,54,197,False
2024-04-15,BEV-010,STR-030,217,57,149,125,False
2024-04-15,BEV-010,STR-031,87,129,111,105,False
2024-04-15,BEV-010,STR-032,105,34,103,36,False
2024-04-15,BEV-010,STR-033,145,121,86,180,False
2024-04-15,BEV-010,STR-034,174,75,50,199,False
2024-04-15,BEV-010,STR-035,85,2,107,0,True
2024-04-15,BEV-010,STR-036,162,121,146,137,False
2024-04-15,BEV-010,STR-037,105,72,24,153,False
2024-04-15,BEV-010,STR-038,182,87,45,224,False
2024-04-15,BEV-010,STR-039,71,101,104,68,False
2024-04-15,BEV-010,STR-040,207,112,76,243,False
2024-04-15,BEV-011,STR-001,216,88,86,218,False
2024-04-15,BEV-011,STR-002,249,4,29,224,False
2024-04-15,BEV-011,STR-003,77,127,43,161,False
2024-04-15,BEV-011,STR-004,104,29,32,101,False
2024-04-15,BEV-011,STR-005,226,112,105,233,False
2024-04-15,BEV-011,STR-006,77,131,63,145,False
2024-04-15,BEV-011,STR-007,83,98,34,147,False
2024-04-15,BEV-011,STR-008,110,1,94,17,False
2024-04-15,BEV-011,STR-009,64,27,71,20,False
2024-04-15,BEV-011,STR-010,104,21,117,8,True
2024-04-15,BEV-011,STR-011,189,37,91,135,False
2024-04-15,BEV-011,STR-012,232,125,31,326,False
2024-04-15,BEV-011,STR-013,58,31,114,0,True
2024-04-15,BEV-011,STR-014,233,81,61,253,False
2024-04-15,BEV-011,STR-015,166,31,55,142,False
2024-04-15,BEV-011,STR-016,195,22,68,149,False
2024-04-15,BEV-011,STR-017,228,3,92,139,False
2024-04-15,BEV-011,STR-018,174,1,91,84,False
2024-04-15,BEV-011,STR-019,164,129,107,186,False
2024-04-15,BEV-011,STR-020,241,8,37,212,False
2024-04-15,BEV-011,STR-021,205,15,39,181,False
2024-04-15,BEV-011,STR-022,170,89,31,228,False
2024-04-15,BEV-011,STR-023,80,88,85,83,False
2024-04-15,BEV-011,STR-024,88,94,88,94,False
2024-04-15,BEV-011,STR-025,189,60,86,163,False
2024-04-15,BEV-011,STR-026,231,135,143,223,False
2024-04-15,BEV-011,STR-027,133,93,49,177,False
2024-04-15,BEV-011,STR-028,183,4,73,114,False
2024-04-15,BEV-011,STR-029,83,88,33,138,False
2024-04-15,BEV-011,STR-030,156,135,39,252,False
2024-04-15,BEV-011,STR-031,204,41,104,141,False
2024-04-15,BEV-011,STR-032,242,26,68,200,False
2024-04-15,BEV-011,STR-033,84,37,94,27,False
2024-04-15,BEV-011,STR-034,226,56,61,221,False
2024-04-15,BEV-011,STR-035,237,39,29,247,False
2024-04-15,BEV-011,STR-036,234,88,40,282,False
2024-04-15,BEV-011,STR-037,121,140,80,181,False
2024-04-15,BEV-011,STR-038,137,23,36,124,False
2024-04-15,BEV-011,STR-039,238,96,77,257,False
2024-04-15,BEV-011,STR-040,141,110,113,138,False
2024-04-15,BEV-012,STR-001,150,12,96,66,False
2024-04-15,BEV-012,STR-002,58,80,37,101,False
2024-04-15,BEV-012,STR-003,119,138,69,188,False
2024-04-15,BEV-012,STR-004,116,129,118,127,False
2024-04-15,BEV-012,STR-005,85,15,72,28,False
2024-04-15,BEV-012,STR-006,184,138,40,282,False
2024-04-15,BEV-012,STR-007,142,57,73,126,False
2024-04-15,BEV-012,STR-008,239,38,67,210,False
2024-04-15,BEV-012,STR-009,117,103,87,133,False
2024-04-15,BEV-012,STR-010,207,125,63,269,False
2024-04-15,BEV-012,STR-011,173,146,24,295,False
2024-04-15,BEV-012,STR-012,102,19,39,82,False
2024-04-15,BEV-012,STR-013,107,122,46,183,False
2024-04-15,BEV-012,STR-014,126,124,28,222,False
2024-04-15,BEV-012,STR-015,231,26,91,166,False
2024-04-15,BEV-012,STR-016,136,104,37,203,False
2024-04-15,BEV-012,STR-017,56,4,53,7,True
2024-04-15,BEV-012,STR-018,155,86,70,171,False
2024-04-15,BEV-012,STR-019,136,79,57,158,False
2024-04-15,BEV-012,STR-020,57,130,117,70,False
2024-04-15,BEV-012,STR-021,184,85,38,231,False
2024-04-15,BEV-012,STR-022,183,132,108,207,False
2024-04-15,BEV-012,STR-023,144,57,105,96,False
2024-04-15,BEV-012,STR-024,81,144,94,131,False
2024-04-15,BEV-012,STR-025,129,41,41,129,False
2024-04-15,BEV-012,STR-026,225,114,65,274,False
2024-04-15,BEV-012,STR-027,77,72,49,100,False
2024-04-15,BEV-012,STR-028,228,38,56,210,False
2024-04-15,BEV-012,STR-029,116,128,91,153,False
2024-04-15,BEV-012,STR-030,240,51,71,220,False
2024-04-15,BEV-012,STR-031,62,16,79,0,True
2024-04-15,BEV-012,STR-032,207,138,103,242,False
2024-04-15,BEV-012,STR-033,203,102,47,258,False
2024-04-15,BEV-012,STR-034,231,23,51,203,False
2024-04-15,BEV-012,STR-035,118,68,150,36,False
2024-04-15,BEV-012,STR-036,206,74,100,180,False
2024-04-15,BEV-012,STR-037,64,82,84,62,False
2024-04-15,BEV-012,STR-038,169,44,32,181,False
2024-04-15,BEV-012,STR-039,153,43,25,171,False
2024-04-15,BEV-012,STR-040,174,11,67,118,False
2024-04-15,BEV-013,STR-001,227,10,86,151,False
2024-04-15,BEV-013,STR-002,166,133,93,206,False
2024-04-15,BEV-013,STR-003,143,83,106,120,False
2024-04-15,BEV-013,STR-004,240,110,88,262,False
2024-04-15,BEV-013,STR-005,61,26,53,34,False
2024-04-15,BEV-013,STR-006,245,116,105,256,False
2024-04-15,BEV-013,STR-007,186,30,27,189,False
2024-04-15,BEV-013,STR-008,146,30,34,142,False
2024-04-15,BEV-013,STR-009,58,129,26,161,False
2024-04-15,BEV-013,STR-010,242,109,77,274,False
2024-04-15,BEV-013,STR-011,187,110,109,188,False
2024-04-15,BEV-013,STR-012,144,34,80,98,False
2024-04-15,BEV-013,STR-013,163,38,57,144,False
2024-04-15,BEV-013,STR-014,159,19,55,123,False
2024-04-15,BEV-013,STR-015,212,63,40,235,False
2024-04-15,BEV-013,STR-016,154,68,55,167,False
2024-04-15,BEV-013,STR-017,56,83,23,116,False
2024-04-15,BEV-013,STR-018,198,146,43,301,False
2024-04-15,BEV-013,STR-019,65,37,68,34,False
2024-04-15,BEV-013,STR-020,168,131,100,199,False
2024-04-15,BEV-013,STR-021,158,116,69,205,False
2024-04-15,BEV-013,STR-022,163,48,101,110,False
2024-04-15,BEV-013,STR-023,175,132,115,192,False
2024-04-15,BEV-013,STR-024,161,144,35,270,False
2024-04-15,BEV-013,STR-025,212,7,127,92,False
2024-04-15,BEV-013,STR-026,76,118,119,75,False
2024-04-15,BEV-013,STR-027,247,22,76,193,False
2024-04-15,BEV-013,STR-028,204,39,21,222,False
2024-04-15,BEV-013,STR-029,78,32,52,58,False
2024-04-15,BEV-013,STR-030,240,116,80,276,False
2024-04-15,BEV-013,STR-031,176,99,111,164,False
2024-04-15,BEV-013,STR-032,92,45,110,27,False
2024-04-15,BEV-013,STR-033,142,98,86,154,False
2024-04-15,BEV-013,STR-034,123,116,70,169,False
2024-04-15,BEV-013,STR-035,50,53,57,46,False
2024-04-15,BEV-013,STR-036,68,33,94,7,True
2024-04-15,BEV-013,STR-037,163,21,111,73,False
2024-04-15,BEV-013,STR-038,191,114,44,261,False
2024-04-15,BEV-013,STR-039,133,6,33,106,False
2024-04-15,BEV-013,STR-040,233,61,98,196,False
2024-04-15,BEV-014,STR-001,180,88,77,191,False
2024-04-15,BEV-014,STR-002,167,0,99,68,False
2024-04-15,BEV-014,STR-003,197,61,86,172,False
2024-04-15,BEV-014,STR-004,222,78,126,174,False
2024-04-15,BEV-014,STR-005,87,21,67,41,False
2024-04-15,BEV-014,STR-006,122,128,90,160,False
2024-04-15,BEV-014,STR-007,206,133,114,225,False
2024-04-15,BEV-014,STR-008,157,139,117,179,False
2024-04-15,BEV-014,STR-009,230,18,102,146,False
2024-04-15,BEV-014,STR-010,177,42,102,117,False
2024-04-15,BEV-014,STR-011,135,18,64,89,False
2024-04-15,BEV-014,STR-012,246,44,153,137,False
2024-04-15,BEV-014,STR-013,83,97,33,147,False
2024-04-15,BEV-014,STR-014,247,41,83,205,False
2024-04-15,BEV-014,STR-015,185,65,104,146,False
2024-04-15,BEV-014,STR-016,181,142,39,284,False
2024-04-15,BEV-014,STR-017,73,8,39,42,False
2024-04-15,BEV-014,STR-018,90,12,40,62,False
2024-04-15,BEV-014,STR-019,127,70,65,132,False
2024-04-15,BEV-014,STR-020,100,15,95,20,False
2024-04-15,BEV-014,STR-021,177,10,115,72,False
2024-04-15,BEV-014,STR-022,229,137,112,254,False
2024-04-15,BEV-014,STR-023,94,5,55,44,False
2024-04-15,BEV-014,STR-024,122,63,85,100,False
2024-04-15,BEV-014,STR-025,238,77,117,198,False
2024-04-15,BEV-014,STR-026,126,63,50,139,False
2024-04-15,BEV-014,STR-027,211,44,37,218,False
2024-04-15,BEV-014,STR-028,176,43,44,175,False
2024-04-15,BEV-014,STR-029,118,46,43,121,False
2024-04-15,BEV-014,STR-030,82,91,55,118,False
2024-04-15,BEV-014,STR-031,208,59,22,245,False
2024-04-15,BEV-014,STR-032,165,41,64,142,False
2024-04-15,BEV-014,STR-033,224,98,47,275,False
2024-04-15,BEV-014,STR-034,179,32,87,124,False
2024-04-15,BEV-014,STR-035,117,38,82,73,False
2024-04-15,BEV-014,STR-036,206,135,92,249,False
2024-04-15,BEV-014,STR-037,119,35,60,94,False
2024-04-15,BEV-014,STR-038,117,149,39,227,False
2024-04-15,BEV-014,STR-039,163,55,37,181,False
2024-04-15,BEV-014,STR-040,149,143,104,188,False
2024-04-15,BEV-015,STR-001,112,93,60,145,False
2024-04-15,BEV-015,STR-002,242,39,102,179,False
2024-04-15,BEV-015,STR-003,139,78,106,111,False
2024-04-15,BEV-015,STR-004,152,80,117,115,False
2024-04-15,BEV-015,STR-005,239,47,61,225,False
